ID	team	title	abstract	village	medal	awards	nominations	year	PIs	instructors	advisors	student leaders	students	roster members	section	country	region	wiki	status
4649	EastCoastBioCrew	RhizeUP: Engineering Rhizobium to Combat the Root of Nutrient Runoff	Modern agricultural practices rely heavily on phosphate fertilizers. However, due to the tendency of phosphate to bond with minerals in the soil, most phosphate molecules exist in a form unusable to plants. These mineral phosphates are a driving force behind the nutrient pollution and runoff in waterways that leads to algal blooms. RhizeUP aims to engineer Rhizobium tropici, a nutrient-fixing soil bacteria known for its high tolerance to environmental stresses and which is a successful microsymbiont of several legumes. We are increasing phosphate solubility to increase plant uptake and to remove excess phosphate from the soil. Our goal is to introduce the PQQ + gdc genes which secrete gluconic acid that chelates mineral phosphates. Additionally, we utilized a codon-optimized pstSCAB operon, high-affinity phosphate transporter proteins, to transport phosphate into the cell. We believe these pathways will effectively modify rhizobacteria to decrease phosphate runoff and reduce the need for phosphate fertilizer.	High School	Gold Medal		Best Sustainable Development Impact, High School	2023	Lisa Scheifele	Lydia Stamato, Nina Rajpurohit	Jacob D. Bibik		Alejandra Molina Hernandez, Amelia Mogul, Anali joaquin-normendez, Cecilia Pate, Dhruv Veda, Elijah Pate, Emily Kelly, Gabrielle Sutherland, Greeshma Tarimala, Hannah Wienke, Harry Wojcik, Ivy Yan, Maxwell Swann, Maya Balakumaran, Nadia Ghaicepour, Oyujin Damdinsuren, Pavin Rajagopal, Peter Pate, Phineas Schanbacher, Raja Ayan Khawar, Rebecca Showalter, Shumvobi Mitra, Sky Zhang, Sophia Eowyn Hsu, Sophia Wang, Ulysses Frank Matricciani, Xiomara Strayhorn, Others, Eric Ezenwanne, Sara Ho	33	High School	United States	North America	https://2023.igem.wiki/eastcoastbiocrew	Accepted
4650	KCIS-Xiugang-Taipei	Brew to First Aid: An environmental-friendly answer to leather	"The leather industry is harmful to the environment: endangered animals are killed for products, cattle needed for leather produce greenhouse gases; chemicals used to process animal skin pollute the environment and create health problems for workers involved. This inspired us to tackle the leather industry with a more sustainable approach: SCOBY (symbiotic culture of bacteria and yeast). SCOBY contains lactic acid bacteria, acetic acid, bacteria, and yeast, and forms a bacterial cellulose membrane by tangling secreted cellulose fibrins. This cellulose membrane can be used as a replacement for animal leather, however, dried SCOBY is very rigid, which makes it undesirable for use in creating certain leather products. Our design creates overexpression of spider-silk proteins (MaSP-1 MaSP-2) (to enhance flexibility) in conjunction with cellulose binding domain (CBD) (to join the proteins to the SCOBY) in yeast. It is then co-cultured with regular SCOBY membrane to create a more flexible product."	High School	Silver Medal			2023	Tarn Parker, Sally Lin	HuiChing Kuo		Jui-Ning wang, Yu-Wei, Lo	Chen, Chiao-Hua, Chen En-Yang, Chiachi Chuang, Chueh, Ju Kuo, CHUNG-YI YANG, De Wei Liao, Ho-Yi Liao, Hsiang-E Chen, Jen, Ruo-Tung, Laura (Yi Jou) Lai, Ma Yuan Yi, Mu-Ning Huang, TING-JUI CHANG, YI-NI LIN, Yun Chien, Yu-Tung Hsu, zi yun Qiu	22	High School	Taiwan	Asia	https://2023.igem.wiki/kcis-xiugang-taipei	Accepted
4651	DNHS-SanDiego-CA	PlastiFind	Every year around 20 million tons of plastic waste leaks into aquatic ecosystems. Polyethylene terephthalate (PET) is a commonly used thermoplastic resin. Global accumulation of plastic can be counteracted by improving PET degradation in the environment. However, scientists currently lack efficient methods to measure PET hydrolysis, making it difficult to research further in this field. The goal of this project is to develop a sensitive plasmid biosensor to detect terephthalic acid (TPA), a byproduct of PET hydrolysis. The TPA-sensitive plasmids were built using a variety of promoters, importers, and reporters. Use of the MucK importer, mEmerald fluorescent protein, and changing the promoter’s -35 and -10 sigma factors to match that of promoter pTPA3 demonstrated the highest increase. The optimal binding configurations with TPA were predicted via molecular docking to support the results. This research makes important contributions to the field of plastic degradation as a whole.	High School	Gold Medal			2023	Meeta Wadhwani			Andrea Wang, Dishti Wadhwani, Grace Wang, Shefali Chaubey, Zinia Khattar	Faiza Alam, Jason Gao, Lilian Zeng, Nupur Bhalla, Prakruti Bhatt, Saanvi Dogra, Shreena Dayal, Shreeya Patel, Tanvi Movva, Vibha Yadav Ganji, Vidha Ganji	17	High School	United States	North America	https://2023.igem.wiki/dnhs-sandiego-ca	Accepted
4652	Mingdao	Thermostable PCLase-embedded biodegradable PCL plastics	Biodegradable plastics, especially FDA-approved PCL, are becoming increasingly popular as eco-friendly alternatives. However, PCL takes 2-3 years to decompose. Materials embedded with PCL-degrading lipase (PCLase) are gaining interest to address this challenge. Yet, the enzyme activity in the composite cannot tolerate during the thermoforming manufacturing process at 100°C. Mingdao iGEMers employ SpyRing method to enhance thermostability by cyclizing PCLase. This innovative material represents a significant step towards environmental sustainability.	High School	Gold Medal			2023	Pei-Hong Chen, Kuo chin jung				Alex Liao, Cheng-Chieh Shih, Cheng-Hsu Fu, CHIEH-HAN LIN, Chieh-Ju Wu, Ching-Chih, Lin, Cian Yu Wang, HAO-HSUAN FAN, Hsing-Chih Chi, Huang, Evan, Huang-Wei-Chun, Jui-Hung Lee, Lee You Shiuan, Li-Chen Lin, LI-CHEN Tien, May Tienmei Hsu, Pei-Ru Chao, Po-Ruei Chen, Sheng-Qian Hsueh, SzuYao Chen, Ting-Juei Hsu, Tsung-Chia, Lee, Tung Chuan En, Tzu Cheng Chou, Wan-Yun Li, Wei-Jiun Jen, Wei-Ning Liao, WU, AN-CHIH, YEN-YU CHEN, Yi Huan Lu, Ying-Syuan Chen, YUAN-AN CHEN, Yu-Teng Su	35	High School	Taiwan	Asia	https://2023.igem.wiki/mingdao	Accepted
4655	Kyoto	Avoideer - From the Flask to the Field -	With one in nine people suffering from hunger, achieving global food security is now a more pressing issue than ever. One of the biggest challenges to achieving this goal is agricultural damage from wild animals, and in Kyoto, deer are the main cause of this problem. This year, iGEM Kyoto proposes a new solution that utilizes engineered E. coli for sustained production and release of repellent molecules. This solution utilizes E. coli engineered to supress its own population and recycle nutrients from dead cells for long-term production. Furthermore, to implement this system to the field, we have also designed a cheap, low-maintenance device powered only by water's latent heat of vaporization capable of long-term autonomous agitation for outdoor E. coli cultivation and repellent door dispensing. We envision crop damage by deer to be controlled by cultivating E. coli that produce repellents dispensed from our devices.	Agriculture	Gold Medal		Best Agriculture Project, Undergrad & Overgrad+Best Hardware, Undergrad+Best Wiki, Undergrad	2023	Makoto Kitabatake, Knut Woltjen		Chihiro Goya, Hiroto Koga, Kaho Maeta, Rikuto Fukushima	Ryohei Ishibashi	Fukuoka Taku, Haru Okamoto, Hayato Mitoma, Issei Mihara, Junnosuke Abe, Kento Kiriyama, Marjana Monta?ez, Misaki Tsuchida, Ryu Sekikawa, Shiko Kanai, Taiyo Hayashi, Yuta Inagaki	19	Undergrad	Japan	Asia	https://2023.igem.wiki/kyoto	Accepted
4656	NMU-China	Gut-Sweeper: an engineered E. coli that integrates prevention, monitoring and treatment of constipation	Functional constipation is prevalent among the elderly, which gains an increasing concern as the population ages. In keeping with our view of “local people solve local problems”, we have designed our Gut-Sweeper, namely, an engineered E. coli that integrates prevention, monitoring, and treatment of constipation. We firstly empowered our engineered bacteria with monitoring ability by the butyrate sensory module, which can detect a distinct lowered butyrate concentration, a research-proven constipation marker. The treatment role of our engineered bacteria is then established by the introduction of the metabolic module, which can catalyze serotonin synthesis, thereby promoting intestinal motility. Considering that our engineered bacteria still need to achieve a longer period of colonization to reach preventive capacity, we designed a quorum sensing module, cooperating with our tannin mucin encapsulation to allow colonization for days and strictly control the population density simultaneously.	Therapeutics	Gold Medal	Safety and Security Award	Best Therapeutics Project, Undergrad	2023	Shi Hu, Changhai Lei, Ruixue Mao, Tian Li	Wenyan Fu		Yiming Li, Yujun Qu	Encheng Tian, jingnuo jiang, Liujie He, Mingqi Cao, Mingrui Shi, Qinyao Zhang, Senhao Li, Shichen Xv, Shuyang Zhu, Wang Xiangxiang, Wenbin Tang, Xinji Gu, Yanyu Huang, Yike Zhang, Zhaoxiang Zhou	22	Undergrad	China	Asia	https://2023.igem.wiki/nmu-china	Accepted
4657	BJWZ-China	Title not available	Abstract not available	High School	Silver Medal			2023	Wang lei, Zhang hongjun	Biyun Xiang		Jingxuan Jia, Ying Zhang, Zhijin Wang	Chenwei Kang, Haoming Zheng, Yue Yu, Yuxiang Liu, ZHANG Ruoling, Zhang Yahan, Zonghan Ji	13	High School	China	Asia	https://2023.igem.wiki/bjwz-china	Accepted
4660	GU-Frankfurt	B.L.I.S.S. - Beta Lactam Intelligent Sensing System	Antibiotic resistance is on track to become one of the most substantial threats to humanity in the forthcoming years, estimated to cost 10 million lives each year by 2050. A major catalyst for this acceleration is the accumulation of antibiotics in wastewater, where bacteria can rapidly acquire resistance. In Germany and many other countries, there are no existing guidelines for the monitoring of antibiotic pollution in wastewater. Therefore, we want to provide an easy-to-use detection system that can be evaluated by anyone without specialized equipment, by a simple colour change. Our biosensor is based on the two-component systems VbrK/VbrR from Vibrio parahaemolyticus and BlaR1/BlaI from Staphylococcus aureus. Additionally, we provide two robust and reliable detection systems: a paper strip where the whole-cell biosensors are freeze-dried and alginate nanofibers which encapsulate the biosensor. In addition, we worked on increasing specificity by performing in silico docking experiments	Environment	Gold Medal			2023	Klaas Martinus Pos		Lucas Ban, Nils Gandlau, Nils Gormsen, Tobias H?fner	Julia Hanna Grass, Olivia Mozolewska	Adrian Romberg, Alexander Vietze, Alexandra Miszczyk, Aurelia Rana Baur, Carolin Parthun, Charlotte Mueller-Rehbehn, Christian Ickes, Christian Kolland, David Repp, Faustino von Maxen, Jan Metzler, Johannes Blanke, Katharina Lenhart, Kathiravan Ezhilan, Melosha Puspathasan, Nico Bohlinger, Sebastian Martin Beinert, Simon Budinsky, Tabea Merlevede	26	Overgrad	Germany	Europe	https://2023.igem.wiki/gu-frankfurt	Accepted
4661	KULeuven	YarroWCO: the transformation of waste cooking oil into medicine	One liter of waste cooking oil (WCO) can contaminate a million liters of potable water. Humanity currently produces billions of tons of WCO yearly, with limited routes for its safe disposal, making it a threat to our environment. We propose to harness the yeast Yarrowia lipolytica to go beyond decontamination: our goal is to upcycle WCO into campesterol, an important steroid precursor for the pharmaceutical industry. Y. lipolytica can use WCO as a carbon source, but our team has focused on improving its access to WCO via expression of bioemulsifiers. We characterized the expression of a bioemulsifier in E coli and derived a cloning strategy for S. cerevisiae. We also optimised the best candidates in silico and integrated them into a molecular switch to optimise the metabolic burden of the expressed bioemulsifier. We demonstrate bioemulsifiers could increase accessibility of WCO as a carbon source for bacterial and fungal growth.	Biomanufacturing	Silver Medal			2023	Vitor Pinheiro, Patrick Van Dijck	Kiyo Costa Higuchi, Paul Vandecruys, Rosa-Maria Määttälä, Sisi Li	Ruben Kindt, Sarah Vorsselmans	Brigitte Bais, Tom Konings	Abykhair Muhammad, Ben Konings, Dania El Abyad, JeongHo Choi, Julia Bandera, Junfei Chen, Shekoufeh Mir mohammad sadeghi, Vlad Batagui, Xiaodie Li, Yinfu Liu, Zofia Urbaniak, Other, Christiana Galani	22	Overgrad	Belgium	Europe	https://2023.igem.wiki/kuleuven	Accepted
4664	HS-China	A one-pot isothermal Cas12-based assay for the sensitive detection of COPD	Chronic obstructive pulmonary disease (COPD) is a prevalent respiratory disorder characterized by progressive lung function decline and is a leading cause of mortality worldwide. Early and accurate diagnosis of COPD is crucial for effective management and intervention strategies. In this project, we aim to utilize the diagnostic potential of miRNA biomarkers, specifically miR223 and miR1274a, coupled with the reverse transcription polymerase chain reaction (RT-PCR) method. Studies demonstrate that the expression levels of miR223 and miR1274a are significantly altered in patients with COPD compared to healthy controls. Moreover, the RT-PCR-based detection of these miRNAs exhibited high sensitivity and specificity for COPD diagnosis. HS_China used miR223 and miR1274a as non-invasive biomarkers for the early detection and monitoring of COPD, providing an avenue for improved clinical management and personalized treatment strategies.	High School	Gold Medal			2023	Chengyao Yin	Yiming Dong	Hui Zhang, Luke Li, Yinuo Liu, Zhou Yuming, Zhu Jingqing, ??? Tiger Wang	Robin Chris Dao, Xinyao Ma, Yue Zhang, Zouxuan Wu, ?? ?	Chen Jinhao, Cynthia Jia, Daisy Zhu, Enpei CAO, Ethan Zhao, Haochen He, Jingyi Bai, Keitatsu Osone, Longyue Xu, Meng Zhao, Qihan Zhou, shuyi wang, Shuyue Liu, wu han wei, Xiyan Hong, Yahan Zhang, Yaqi Li, YUE TU	31	High School	China	Asia	https://2023.igem.wiki/hs-china	Accepted
4665	MSP-Maastricht	Sublimestone: A Dual Microbial System for the Restoration of Limestone Buildings	What do the Great Pyramid of Giza, the Parthenon and the Empire State Building have in common? They are all made from the same building material: limestone. These and many other limestone architectural gems are deteriorating at an alarming rate due to environmental factors enhanced by climate change, such as acid rain, prolonged rain seasons and air pollutants. To counter this, our project employs a dual microbial system, aimed at both fortifying limestone structures and promoting calcite mineralization. Central to our project is a membrane fusion protein for extracellular display of the enzyme carbonic anhydrase (CA), enabling the rapid hydration reaction of CO2 to calcium carbonate (CaCO3). Furthermore, our 3D DNA origami lattice, designed for optimal CaCO3 nucleation, offers a solid structural foundation for the CaCO3 crystals to adhere to. This poses a promising alternative to current restoration methods, which are costly and can alter the appearance of the buildings.	Biomanufacturing	Gold Medal	Top 10	Best Biomanufacturing Project, Undergrad & Overgrad+Best New Composite Part, Undergrad+Best Presentation, Undergrad+Best Wiki, Undergrad	2023	Erik Steen Redeker, David Cortens	Kathia Jimenez Monroy			Alicia del Prado Rebordinos, Christopher Damour, Fien Eickmans, Floor Vervuren, Iga Kosarczyn, Isabella Walbeck, Mara Taracena Wulff, Matei Marusciac, Natalia Bartos, Natalia Bermejo Gago, Ram?n Reszat	14	Undergrad	Netherlands	Europe	https://2023.igem.wiki/msp-maastricht	Accepted
